Número Artículo,Cantidad Surtida,Cantidad Por Facturar,Id Docto Cargo,Folio Factura,Serie Factura,Tipo Documento,Estado Venta,Fecha,Descripción,Fecha Vencimiento,Usuario Alta,Observaciones,OCCliente,No. Docto. Venta
92804515100G,6.0000,0.0000,3617750,3622282,110349ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,20/02/2026 19:54:00,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",02/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,10/02/2026  cotización Yonatan Cobos  PASAN A COBRO 2 CORES 4515CP,,4573
92804515100G,13.0000,0.0000,3617756,3622284,110350ARLF,Salidas en Vale,Facturada,20/02/2026 21:20:25,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",02/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,11/02/2026 COTIZACIÓN YONATAN COBOS - PASA A COBRO CORE DE BALATA 4707CP,,4574
92804515100G,13.0000,0.0000,3617756,3622284,110350ARLF,Salidas en Vale,Facturada,20/02/2026 21:20:25,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",02/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,11/02/2026 COTIZACIÓN YONATAN COBOS - PASA A COBRO CORE DE BALATA 4707CP,,4574
92804515100G,12.0000,0.0000,3617759,3622290,110351ARLF,Salidas en Vale,Facturada,20/02/2026 21:41:27,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",02/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,12/02/2026 COTIZACIÓN MARIO RICO - PASAN A COBRO 4 CORES DE ZAPATA 4707CP,,4575
92804515100G,20.0000,0.0000,3617760,3622317,110356ARLF,Salidas en Vale,Facturada,20/02/2026 22:23:37,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",02/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,14-15/02/2026   COTIZACION YONATAN COBOS  PASAN A COBRO 12 CORES 4707CP ,,4576
92804515100G,20.0000,0.0000,3617760,3622317,110356ARLF,Salidas en Vale,Facturada,20/02/2026 22:23:37,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",02/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,14-15/02/2026   COTIZACION YONATAN COBOS  PASAN A COBRO 12 CORES 4707CP ,,4576
92804515100G,10.0000,0.0000,3618034,3622335,110360ARLF,Salidas en Vale,Facturada,21/02/2026 12:52:49,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",03/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,16/02/2026  COTIZACION YONATAN COBOS   pasan a cobro 8 cores 4707cp,,4578
92804515100G,7.0000,0.0000,3622372,3622378,110364ARLF,Salidas en Vale,Facturada,27/02/2026 14:50:33,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",15/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,28/01/2026 COTIZACIÓN MARIO RICO ,,4583
92804515100G,6.0000,0.0000,3622739,,,Salidas en Vale,Devuelta,27/02/2026 23:11:43,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",20/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,25/02/2026 COTIZACION YONATAN COBOS,,4588
92804515100G,2.0000,0.0000,3623115,,,Salidas en Vale,Devuelta,28/02/2026 12:38:55,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",20/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,27/02/2026 COTIZACIÓN MARIO RICO,,4590
92804515100G,3.0000,0.0000,3625499,,,Salidas en Vale,Devuelta,04/03/2026 13:35:30,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",24/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,03/03/26 COTIZACION YONATAN COBOS,,4595
92804515100G,3.0000,0.0000,3627377,,,Salidas en Vale,Devuelta,06/03/2026 14:39:18,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",24/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,06/03/2026 COTIZACION YOATAN COBOS,,4603
92804515100G,4.0000,0.0000,3628542,,,Salidas en Vale,Devuelta,09/03/2026 14:38:59,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",19/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,07-08/03/20026    cotización Yonatan Cobos,,4605
92804515100G,4.0000,0.0000,3629764,,,Salidas en Vale,Devuelta,10/03/2026 19:51:35,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",20/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,09/03/2026 cotización Yonatan Cobos pasa a cobro  4 cores de bateria y 16 cores de 4707cp,,4609
92804515100G,8.0000,0.0000,3630273,,,Salidas en Vale,Devuelta,11/03/2026 13:06:52,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",21/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,10/03/2026 cotización Yonatan Cobos,,4611
92804515100G,6.0000,0.0000,3631598,,,Salidas en Vale,Devuelta,12/03/2026 17:53:16,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",22/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,11/03/2026 COTIZACIÓN YONATAN COBOS - PASA A COBRO (4) CORES DE ZAPATA 4707CP,,4613
92804515100G,8.0000,0.0000,3631603,,,Salidas en Vale,Devuelta,12/03/2026 18:43:36,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",22/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,12/03/2026 MTTO - CD VICTORIA - JOSE GPE REYES - MARIO RICO,,4614
92804515100G,8.0000,0.0000,3632188,,,Salidas en Vale,Devuelta,13/03/2026 14:37:07,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",23/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,12/03/2026 cotización  Yonatan Cobos,,4616
92804515100G,6.0000,0.0000,3632433,,,Salidas en Vale,Devuelta,13/03/2026 17:40:23,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",23/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,11/03/2026 COTIZACIÓN YONATAN COBOS - PASA A COBRO (4) CORES DE ZAPATA 4707CP,,4617
92804515100G,1.0000,0.0000,3633747,,,Salidas en Vale,Devuelta,17/03/2026 21:39:20,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",27/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,14 Y 15/03/2026 COTIZACIÓN MARIO RICO,,4620
92804515100G,2.0000,0.0000,3634667,,,Salidas en Vale,Devuelta,18/03/2026 20:20:38,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",13/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,14/03/2026 MTTO - MONTERREY - JESUS MORQUECHO - MARIO RICO,,4624
92804515100G,6.0000,0.0000,3636350,,,Salidas en Vale,Devuelta,20/03/2026 15:37:10,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",30/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,19/03/2026 COTIZACION YONATAN COBOS,,4629
92804515100G,1.0000,0.0000,3636434,,,Salidas en Vale,Devuelta,20/03/2026 17:20:10,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",19/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,20/03/2026 RESCATE YONATAN COBOS,,4630
92804515100G,4.0000,0.0000,3636701,,,Salidas en Vale,Devuelta,21/03/2026 11:29:48,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",31/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,20/03/2026  cotización  Yonatan Cobos,,4632
92804515100G,6.0000,0.0000,3637509,,,Salidas en Vale,Devuelta,23/03/2026 15:21:01,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",02/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,25/02/2026 COTIZACION YONATAN COBOS,4700409384,4638
92804515100G,6.0000,0.0000,3637519,3637530,110924ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,23/03/2026 15:30:02,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",19/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,25/02/2026 COTIZACION YONATAN COBOS,4700409384,4639
92804515100G,4.0000,0.0000,3638058,,,Salidas en Vale,Devuelta,24/03/2026 11:24:29,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",24/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,,,4642
92804515100G,2.0000,0.0000,3639094,3639478,111016ARLF,Salidas en Vale,Facturada,25/03/2026 12:28:18,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",04/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,27/02/2026 COTIZACIÓN MARIO RICO,4700410146,4643
92804515100G,4.0000,0.0000,3639962,3640074,111037ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,26/03/2026 12:38:33,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",19/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,20/03/2026  cotización  Yonatan Cobos,4700415842,4647
92804515100G,2.0000,0.0000,3640089,,,Salidas en Vale,Devuelta,26/03/2026 11:50:02,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",05/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,25/03/2026  COTIZACION YONATAN COBOS,1,4648
92804515100G,8.0000,0.0000,3640275,3640369,111049ARLF,Salidas en Vale,Facturada,26/03/2026 16:05:59,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",05/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,12/03/2026 cotización  Yonatan Cobos,4700415254,4651
92804515100G,1.0000,0.0000,3640782,3641871,111114ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,27/03/2026 11:28:12,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",19/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,14 Y 15/03/2026 COTIZACIÓN MARIO RICO,4700414915,4656
92804515100G,6.0000,0.0000,3641052,,,Salidas en Vale,Devuelta,27/03/2026 13:26:30,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",06/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,11/03/2026 COTIZACIÓN YONATAN COBOS - PASA A COBRO (4) CORES DE ZAPATA 4707CP,4700413890,4657
92804515100G,6.0000,0.0000,3641121,3641131,111077ARLF,Salidas en Vale,Facturada,27/03/2026 14:00:01,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",06/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,11/03/2026 COTIZACIÓN YONATAN COBOS - PASA A COBRO (4) CORES DE ZAPATA 4707CP,4700413890,4658
92804515100G,9.0000,0.0000,3641218,,,Salidas en Vale,Devuelta,27/03/2026 14:59:20,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",06/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,26/03/2026  COTIZACIÓN  YONATAN COBOS,1,4659
92804515100G,4.0000,0.0000,3641241,,,Salidas en Vale,Devuelta,27/03/2026 15:18:17,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",30/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,09/03/2026 cotización Yonatan Cobos pasa a cobro  4 cores de bateria y 16 cores de 4707cp,4700412792,4660
92804515100G,4.0000,0.0000,3641344,3641552,111098ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,27/03/2026 16:27:23,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",19/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,07-08/03/20026    cotización Yonatan Cobos,4700412765,4662
92804515100G,8.0000,0.0000,3641805,3641807,111111ARLF,Salidas en Vale,Facturada,28/03/2026 12:35:39,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",07/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,10/03/2026 cotización Yonatan Cobos,4700413823,4664
92804515100G,6.0000,0.0000,3642004,3642146,111120ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,30/03/2026 09:43:34,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",19/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,19/03/2026 COTIZACIÓN MARIO RICO,4700415363,4667
92804515100G,9.0000,0.0000,3642737,3644006,111177ARLF,Salidas en Vale,Facturada,30/03/2026 16:22:18,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",09/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,26/03/2026  COTIZACIÓN  YONATAN COBOS,4700416751,4673
92804515100G,1.0000,0.0000,3644244,,,Salidas en Vale,Devuelta,01/04/2026 11:13:35,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",08/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,31/03/2026 COTIZACIÓN MARIO RICO - PASAN A COBRO 2 CORES DE ZAPATA 4707CP,1,4681
92804515100G,4.0000,0.0000,3645072,,,Salidas en Vale,Devuelta,02/04/2026 12:33:40,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",19/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,01/04/2026 COTIZACIÓN MARIO RICO,1,4682
92804515100G,2.0000,0.0000,3645712,,,Salidas en Vale,Devuelta,06/04/2026 14:41:46,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",24/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,02/04/2026 COTIZACION  YONATAN COBOS,1,4684
92804515100G,4.0000,0.0000,3647717,,,Salidas en Vale,Devuelta,08/04/2026 15:55:30,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",08/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,07/04/2026 cotización Yonatan Cobos,1,4687
92804515100G,1.0000,0.0000,3649313,,,Salidas en Vale,Devuelta,10/04/2026 13:01:01,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",30/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,09/04/2026  COTIZACION  YONATAN COBOS,1,4693
92804515100G,2.0000,0.0000,3650026,,,Salidas en Vale,Devuelta,11/04/2026 12:10:46,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",24/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,10/04/2026 COTIZACIÓN MARIO RICO,1,4694
92804515100G,2.0000,2.0000,3650670,,,Salidas en Vale,Impresa,13/04/2026 13:40:38,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",13/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,13/04/2026 MTTO MTY - ABRAHAM MORQUECHO -  MARIO RICO,1,4695
92804515100G,14.0000,0.0000,3650784,,,Salidas en Vale,Devuelta,13/04/2026 15:37:06,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",23/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,11 y 12/04/2026 COTIZACIÓN MARIO RICO - PASA A COBRO 1 CORE DE ZAPATA 4709CP,1,4696
92804515100G,14.0000,0.0000,3651264,,,Salidas en Vale,Devuelta,14/04/2026 11:06:03,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",24/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,11 y 12/04/2026 COTIZACIÓN MARIO RICO - PASA A COBRO 1 CORE DE ZAPATA 4709CP,1,4697
92804515100G,8.0000,0.0000,3652104,,,Salidas en Vale,Devuelta,15/04/2026 10:51:05,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",10/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,14/04/2026 COTIZACIÓN MARIO RICO,1,4699
92804515100G,1.0000,0.0000,3653032,,,Salidas en Vale,Devuelta,16/04/2026 10:28:23,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",08/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,15/04/2026 COTIZACIÓN MARIO RICO,1,4701
92804515100G,3.0000,0.0000,3655776,,,Salidas en Vale,Devuelta,20/04/2026 15:46:08,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",30/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,18-19/04/2026 COTIZACION YONATAN COBOS,1,4717
92804515100G,3.0000,0.0000,3657723,,,Salidas en Vale,Devuelta,22/04/2026 17:40:46,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",08/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,18-19/04/2026 COTIZACION YONATAN COBOS,1,4724
92804515100G,4.0000,0.0000,3657961,,,Salidas en Vale,Devuelta,23/04/2026 10:28:53,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",03/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,01/04/2026 COTIZACIÓN MARIO RICO,1,4725
92804515100G,10.0000,0.0000,3660148,,,Salidas en Vale,Devuelta,27/04/2026 12:17:33,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",07/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,24/04/2026 COTIZACIÓN MARIO RICO,1,4735
92804515100G,4.0000,0.0000,3660714,,,Salidas en Vale,Devuelta,27/04/2026 22:54:55,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",07/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,23/03/2026 cotizacion yonatan cobos,01,4737
92804515100G,3.0000,0.0000,3661218,3661329,111792ARLF,Salidas en Vale,Facturada,28/04/2026 13:21:06,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",08/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,03/03/26 COTIZACION YONATAN COBOS,4700410792,4739
92804515100G,3.0000,0.0000,3661350,3661356,111795ARLF,Salidas en Vale,Facturada,28/04/2026 14:33:39,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",08/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,06/03/2026 COTIZACION YOATAN COBOS,,4740
92804515100G,10.0000,0.0000,3661504,3661563,111806ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,28/04/2026 16:30:08,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",08/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,24/04/2026 COTIZACIÓN MARIO RICO,4700422326,4743
92804515100G,2.0000,0.0000,3661604,3661656,111813ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,28/04/2026 17:22:27,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",08/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,10/04/2026 COTIZACIÓN MARIO RICO,4700419297,4744
92804515100G,2.0000,0.0000,3661685,3661686,111820ARLF,Salidas en Vale,Facturada,28/04/2026 21:37:04,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",08/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,02/04/2026 COTIZACION  YONATAN COBOS,4700417996,4749
92804515100G,4.0000,0.0000,3661687,,,Salidas en Vale,Devuelta,28/04/2026 21:51:21,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",08/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,01/04/2026 COTIZACIÓN MARIO RICO,4700417762,4750
92804515100G,14.0000,0.0000,3661690,3661691,111822ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,28/04/2026 23:19:17,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",08/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,11 y 12/04/2026 COTIZACIÓN MARIO RICO - PASA A COBRO 1 CORE DE ZAPATA 4709CP,4700419291,4751
92804515100G,4.0000,0.0000,3661869,3662161,111833ARLF,Salidas en Vale,Facturada,29/04/2026 10:50:35,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",09/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,01/04/2026 COTIZACIÓN MARIO RICO,4700417762,4753
92804515100G,4.0000,0.0000,3662519,,,Salidas en Vale,Devuelta,29/04/2026 16:57:28,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",13/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,23/03/2026 cotizacion yonatan cobos,01,4760
92804515100G,1.0000,0.0000,3662666,3662668,111859ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,29/04/2026 20:50:56,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",09/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,09/04/2026  COTIZACION  YONATAN COBOS,4700419274,4761
92804515100G,4.0000,0.0000,3663844,,,Salidas en Vale,Devuelta,30/04/2026 18:02:48,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",03/06/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,09/03/2026 cotización Yonatan Cobos pasa a cobro  4 cores de bateria y 16 cores de 4707cp,4700412792,4765
92804515100G,8.0000,8.0000,3664936,,,Salidas en Vale,Impresa,04/05/2026 14:34:06,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",14/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,02-03/05/2026 cotización  yonatan cobos,1,4766
92804515100G,3.0000,3.0000,3665051,,,Salidas en Vale,Impresa,04/05/2026 16:06:20,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",14/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,01/05/2026 COTIZACION MARIO RICO,1,4768
92804515100G,4.0000,0.0000,3666485,,,Salidas en Vale,Devuelta,06/05/2026 10:55:37,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",16/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,05/05/2026 cotización Yonatan Cobos,1,4773
92804515100G,1.0000,0.0000,3667811,,,Salidas en Vale,Devuelta,07/05/2026 15:13:44,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",17/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,31/03/2026 COTIZACIÓN MARIO RICO - PASAN A COBRO 2 CORES DE ZAPATA 4707CP,470417462,4777
92804515100G,1.0000,0.0000,3667836,3667838,112058ARLF,Salidas en Vale,Facturada,07/05/2026 15:27:30,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",17/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,31/03/2026 COTIZACIÓN MARIO RICO - PASAN A COBRO 2 CORES DE ZAPATA 4707CP,4700417462,4778
92804515100G,4.0000,0.0000,3668038,3668071,112070ARLF,Salidas en Vale,Facturada,07/05/2026 17:44:46,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",17/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,07/04/2026 cotización Yonatan Cobos,4700418620,4780
92804515100G,1.0000,0.0000,3668073,3668074,112072ARLF,Salidas en Vale,Facturada,07/05/2026 22:34:30,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",17/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,15/04/2026 COTIZACIÓN MARIO RICO,4700420281,4781
92804515100G,3.0000,0.0000,3668085,3669433,112128ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,07/05/2026 23:45:56,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",17/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,18-19/04/2026 COTIZACION YONATAN COBOS,4700421260,4786
92804515100G,4.0000,0.0000,3669787,3669849,112152ARLF,Salidas en Vale,Facturada,11/05/2026 12:12:05,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",14/06/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,09/03/2026 cotización Yonatan Cobos pasa a cobro  4 cores de bateria y 16 cores de 4707cp,4700412792,4792
92804515100G,1.0000,1.0000,3669914,,,Salidas en Vale,Impresa,11/05/2026 13:06:40,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",21/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,09 Y 10/05/2026 COTIZACIÓN MARIO RICO,1,4794
92804515100G,8.0000,0.0000,3669947,3670768,112184ARLF,Salidas en Vale,Facturada,11/05/2026 13:29:17,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",21/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,14/04/2026 COTIZACIÓN MARIO RICO,4700420295,4796
92804515100G,3.0000,3.0000,3670655,,,Salidas en Vale,Impresa,12/05/2026 11:06:50,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",22/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,11/05/2026 COTIZACIÓN MARIO RICO,1,4797
92804515100G,4.0000,0.0000,3671254,3671326,112208ARLF,Salidas en Vale,Facturada,12/05/2026 16:51:50,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",22/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,23/03/2026 cotizacion yonatan cobos,4700415905,4799
92804515100G,4.0000,4.0000,3671660,,,Salidas en Vale,Sin Imprimir,13/05/2026 11:18:18,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",23/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,05/05/2026 cotización Yonatan Cobos,4700424871,4802
92804515100G,12.0000,12.0000,3671708,,,Salidas en Vale,Impresa,13/05/2026 11:51:39,"KIT DE HERRAJES P/BALATA 4515 GOLDEN,  OP-MKT4515QN",23/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,12/05/2026 COTIZACIÓN MARIO RICO,1,4803
92813823000,2.0000,0.0000,3594837,,,Salidas en Vale,Devuelta,17/01/2026 12:53:12,KIT DE HERRAJES P/BALATA DELANTERA 4720,27/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,16/01/2026 COTIZACIÓN MARIO RICO - PASA A COBRO 1 CORE DE BATERIA L31LTHCP - PASA A COBRO 1 CORE DE BALATA 4720 - PASA A COBRO 2 CORES DE BALATAS 4515,,4479
